url,titulo,autor,autor_url,sinapsis,imagen_url,generos
https://ww3.lectulandia.com/book/veintiun-dias-con-sender-en-espana/,Veintiun días con Sender en España,Luz C. de Watts,https://ww3.lectulandia.com/autor/luz-c-de-watts/,"En 1974, Ramón J. Sender fue invitado por la Fundación General Mediterránea para realizar una serie de conferencias en varias capitales de España, cuya tierra no había pisado desde que se exilió al finalizar la guerra civil.La talla de este escritor, su ideología y otros muchos aspectos relacionados con su persona, hasta entonces conocidos únicamente a través de sus publicaciones, despertaron un gran interés entre un considerable número de españoles. ¿Cómo era Sender después de treinta y cinco años?De este modo, la estancia en su país natal se vio acompañada de distintas personalidades —familiares, amigos y representantes de los medios literarios y periodísticos— en cada una de las ciudades que visitó y en las que revivió momentos del pasado, algunos muy tristes…Luz C. de Watts, profesora del Claremont College, en California, antigua alumna y gran amiga de Sender, a quien acompañó durante este viaje, nos ofrece un relato detallado de la estancia del escritor por tierras hispanas, sus entrevistas y sus conferencias, a través de todo lo cual se nos brinda una perfecta imagen del Sender actual que, como él mismo declara, ha perdonado pero no ha podido olvidar.Luz C. de Watts",https://assets.lectulandia.com/b/ab/Luz%20C%20de%20Watts/Veintiun%20dias%20con%20Sender%20en%20Espana%20(1)/big.jpg,Biografía - Crónica - Otros
https://ww3.lectulandia.com/book/reinas-de-leyenda/,Reinas de leyenda,Cristina Morató,https://ww3.lectulandia.com/autor/cristina-morato/,"Tras el éxito deReinas malditas, regresa Cristina Morató con las fascinantes vidas de cinco reinas que dejaron su huella en la Historia.Los retratos oficiales que muestran a las reinas ataviadas con suntuosos vestidos y cubiertas de joyas ocultan unas vidas marcadas por las desdichas y las tragedias personales.Algunas de ellas se encontraban lejos del trono al nacer, pero consiguieron ceñir la corona por derecho propio y no por matrimonio. Isabel I de Inglaterra, hija de Ana Bolena, pasó de ser una princesa bastarda a dar nombre al glorioso siglo en que reinó; Catalina la Grande no dudó en ponerse al frente de un ejército para derrocar a su esposo y dirigir con mano firme el imperio ruso, mientras que la emperatriz Cixí entró en la Ciudad Prohibida como concubina y gobernó China oculta tras una cortina de seda. Hubo también reinas marcadas por la fatalidad que sobrevivieron en un mundo de intrigas: Catalina de Aragón, hija de los Reyes Católicos y primera esposa de Enrique VIII, fue una de las soberanas más amadas de Inglaterra. O la infeliz Carlota de México, una joven y culta princesa belga que se convirtió en emperatriz de México y perdió la razón tras el asesinato de su esposo, Maximiliano de Habsburgo.Déspotas, libertinas, desalmadas, arpías, locas… son solo algunos de los adjetivos que engrosaron la leyenda negra de estas cinco soberanas. Cristina Morató da voz en este libro a las mujeres de carne y hueso que alcanzaron el poder en un mundo de hombres gracias a su inteligencia, valor y fortaleza y nos descubre que los mejores reyes fueron reinas.",https://assets.lectulandia.com/b/ab/Cristina%20Morato/Reinas%20de%20leyenda%20(8)/big.jpg,Biografía - Divulgación - Historia
https://ww3.lectulandia.com/book/ausencia-del-heroe/,Ausencia del héroe,Charles Bukowski,https://ww3.lectulandia.com/autor/charles-bukowski/,"Un libro imprescindible para los seguidores de Bukowski. Tras publicar más de cincuenta libros en vida, muchos relatos y artículos importantes de Bukowski continúan dispersos o inéditos. Este volumen es una antología de esta obra desperdigada. Empezando por los primeros cuentos que publicó en revistas a finales de la década de 1940, el libro brinda al lector un viaje contracultural por las batallas literarias de los cincuenta, la agitación psicodélica de los sesenta, los placeres narcisistas de los setenta y la distopía reaganista de los ochenta.Además, ofrece crónicas de sus infames recitales públicos, reseñas de su propia obra, desternillantes entregas de su columna en la prensa y otras joyas recién descubiertas. Y también tiene cabida el otro Bukowski: un crítico literario astuto y excén­trico, desde su propio «Manifiesto» hasta sus idiosincrásicas valoraciones de Allen Ginsberg, Robert Creeley…",https://assets.lectulandia.com/b/ab/Charles%20Bukowski/Ausencia%20del%20heroe%20(21)/big.jpg,Biografía - Ensayo - Realista - Relato
https://ww3.lectulandia.com/book/el-enigma-paco-de-lucia/,El enigma Paco de Lucía,César Suárez,https://ww3.lectulandia.com/autor/cesar-suarez/,"Paco de Lucía es uno de los músicos españoles más populares en todo el mundo. Expandió los límites del flamenco y lo fusionó con músicas como eljazz, labossa novao la música clásica sin abandonar sus raíces. Desde muy joven recorrió los principales escenarios del planeta. Fue pionero, innovador, y guía de una revolución musical en los años setenta que contagió a públicos de todo tipo. Su nombre es reconocido y admirado en países dispares con tradiciones alejadas del flamenco, desde Japón a Estados Unidos. Creció en un ambiente flamenco y aprendió a tocar la guitarra en su casa gracias a su padre, que elaboró un ambicioso plan al estilo del que hizo el padre de Mozart con su hijo. Pronto se convirtió en un virtuoso que superó a todos sus maestros y realizó su primera gira mundial con solo catorce años. Poco tiempo después conoció al considerado el mejor cantaor de todos los tiempos, Camarón de la Isla, con quien formó una famosa pareja artística durante nueve discos.En 2024 se cumplen diez años de su muerte y, con ese motivo, este libro recorre su vida con un enfoque narrativo, aportando material inédito y profundizando en su atormentada personalidad, su necesidad creativa y su permanente insatisfacción.",https://assets.lectulandia.com/b/ab/Cesar%20Suarez/El%20enigma%20Paco%20de%20Lucia%20(2)/big.jpg,Biografía - Ensayo - Música
https://ww3.lectulandia.com/book/las-frias-noches-de-la-infancia/,Las frías noches de la infancia,Tezer Özlü,https://ww3.lectulandia.com/autor/tezer-ozlu/,"Como una estrella fugaz. Como un meteoro de verano. Breve, incandescente, intensa y cegadora fue la vida de Tezer Özlü. También su obra, que muy pronto se convirtió en literatura de culto para toda una generación, con una prosa que resplandece, atrapa y emociona.A partir de los dieciocho años, escapando de una infancia y una juventud en las que se sintió cautiva, esta mujer libre, acechada por la locura, prendada de la vida y de los hombres, vivió en París, Ankara, Estambul, Berlín y Zúrich, donde murió de cáncer. Desplazamientos centelleantes que seguían la estela de sus caprichos, sus lecturas, sus amores o su incesante necesidad de emancipación y descubrimiento. Sin embargo, una sombra amenaza todos sus instantes, la alegría del sol, del mar, de los primeros besos y las primeras aventuras. Diagnosticada maniacodepresiva, es internada en varias ocasiones y sometida a tratamientos de electroshock y neurolépticos. Otro resplandor, esa electricidad que atraviesa la cabeza, y contra el que tantas veces se rebeló…En este prodigioso texto repasa su infancia, la incomprensión, el exilio, su desprecio por el conformismo y las mentiras, la humillación de los hospitales y la violencia política. También sus anhelos y sus momentos de exultante felicidad. Con un lenguaje fulgurante, descarnado y franco, evoca con la misma naturalidad su pasión por la literatura y el despertar de su sexualidad. Esta auto-ficción adelantada a su tiempo ilumina, aunque sea brevemente —lo que se tarda en recorrer sus páginas—, algunos de los aspectos más inexplorados del alma humana.Como Sylvia Plath, como Antonin Artaud, como Christine Lavant o como su compatriota Sait Faik, Özlü destila su apabullante virtuosismo de la verdad íntima de lo vivido. Y redime su destino gracias a la búsqueda de un amor que alcance el infinito y transporte la vida hacia el futuro, de un destello que irradie y temple las frías noches de su infancia.",https://assets.lectulandia.com/b/ab/Tezer%20Ozlu/Las%20frias%20noches%20de%20la%20infancia%20(1)/big.jpg,Biografía - Crónica - Memorias
https://ww3.lectulandia.com/book/wallis-simpson-jaque-a-la-corona/,"Wallis Simpson, Jaque a la Corona",Kendall Maison,https://ww3.lectulandia.com/autor/kendall-maison/,La biografía de una mujer extraordinaria que marcó el siglo XX poniendo en jaque a cuatro gobiernos y manipulando un trono... una historia de amor y espionaje a tres bandas…,https://assets.lectulandia.com/b/ab/Kendall%20Maison/Wallis%20Simpson%20Jaque%20a%20la%20Corona%20(2)/big.jpg,Biografía - Crónica - Historia - Política
https://ww3.lectulandia.com/book/tan-fiera-tan-fragil/,"Tan fiera, tan frágil",Alfonso Signorini,https://ww3.lectulandia.com/autor/alfonso-signorini/,"Una biografía novelada de la vida íntima de la gran Maria Callas, la diva por excelencia.Mucho se ha escrito y dicho sobre Maria Callas, uno de los mitos del siglo xx, pero hasta ahora nadie había tenido acceso a su correspondencia privada para poder ahondar en las dudas y los miedos de una mujer que empezó cantando en los peores bares de Nueva York y que, por amor, estuvo dispuesta a renunciar a su mágica voz. Un retrato único y descarnado deuna diva triste que conoció, a la par, la gloria y la soledad.",https://assets.lectulandia.com/b/ab/Alfonso%20Signorini/Tan%20fiera%20tan%20fragil%20(1)/big.jpg,Biografía - Divulgación - Música
https://ww3.lectulandia.com/book/excentricos-ingleses/,Excéntricos ingleses,Edith Sitwell,https://ww3.lectulandia.com/autor/edith-sitwell/,"Un divertido catálogo de los personajes más disparatados que ha dado la historia de Inglaterra.Poeta, ensayista, novelista, excéntrica, icono cultural de los años veinte, Edith Sitwell fue también una de las escritoras más originales y fascinantes del siglo XX.EnExcéntricos ingleses, uno de sus libros más reconocidos, Sitwell recoge a viajeros, eruditos, científicos, hombres de letras, ermitaños, místicos y otros personajes disparatados de la nobleza inglesa, desde el anfibio lord Rokeby, que vivía en su bañera, hasta Waterton, que se paseaba por su finca a lomos de un cocodrilo.El resultado es un ejemplo de la más pura excentricidad insular; una obra maestra repleta de humor e ironía.",https://assets.lectulandia.com/b/ab/Edith%20Sitwell/Excentricos%20ingleses%20(1)/big.jpg,Biografía - Crónica - Historia - Otros - Sociología
https://ww3.lectulandia.com/book/el-baron-rojo-manfred-von-richthofen/,El Barón Rojo: Manfred von Richthofen,J. Eduardo Caamaño,https://ww3.lectulandia.com/autor/j-eduardo-caamano/,"A los 23 años de edad, Manfred von Richthofen, miembro de una tradicional familia terrateniente prusiana, fue convocado para luchar en la guerra como oficial de caballería, un puesto de reconocido prestigio en un conflicto que había arrastrado a millones de soldados anónimos a empantanarse en inhóspitas trincheras, donde tuvieron que convivir con el acoso de las ratas y la amenaza de los gases letales, padeciendo un sinfín de enfermedades. Lo que Richthofen no esperaba era encontrar a su distinguida unidad de caballería relegada a un segundo plano, a raíz del surgimiento de las ametralladoras y los potentes cañones de artillería, que anularían cualquier posibilidad de movimiento. Su ilusión de vivir una inolvidable aventura y regresar a casa con el uniforme cargado de medallas se desvaneció junto con su orgullo, al ser trasladado al cuerpo de señales, donde pasaría los días tendiendo cables y cogiendo el teléfono. Lejos de resignarse, Richthofen trató de encontrar un lugar que pudiera proporcionarle la acción que tanto anhelaba y en pocos meses pasaría de ser un oficial de caballería común a convertirse en la mayor leyenda del combate aéreo hasta el día de hoy.",https://assets.lectulandia.com/b/ab/J%20Eduardo%20Caamano/El%20Baron%20Rojo%20Manfred%20von%20Richthofen%20(1)/big.jpg,Biografía - Crónica - Historia
https://ww3.lectulandia.com/book/la-muerte-de-adonais/,La muerte de Adonais,Fernando Valverde Rodríguez,https://ww3.lectulandia.com/autor/fernando-valverde-rodriguez/,"Entre el invierno de 1821 y la primavera de 1824, murieron John Keats, Percy Bysshe Shelley y lord Byron, la segunda generación del Romanticismo inglés. En su persecución de la belleza y de la muerte, escapando de la conservadora Inglaterra, hallaron lo sublime en una tierra de mar y de misterio, Italia, donde descubrieron que el triunfo de la poesía era la muerte. Ninguno de ellos supo lo que era cumplir 40 años. Los tres ambicionaron el amor y la gloria literaria, pero un pasado cargado de sombras los perseguiría hasta el fin de su desgracia. El profesor Fernando Valverde ha construido un relato apasionante que nos invita a compartir esos años finales —con sus inquietudes, desvelos y emoción— con los tres grandes protagonistas. El resultado es un relato de no ficción, literario y exquisito, que es, sin duda también, un conmovedor tributo al amor a la poesía y a los libros.«Una obra maestra. Un monumento de amor a la poesía absolutamente maravilloso. En este libro el lector encontrará una de las historias más bellas y más tristes que jamás ha leído. Percy B. Shelley, John Keats y lord Byron estaban con el autor mientras escribía estas páginas y estoy convencido de que llorarían de emoción al verse retratados de una manera tan certera y deslumbrante», Raúl Zurita.",https://assets.lectulandia.com/b/ab/Fernando%20Valverde%20Rodriguez/La%20muerte%20de%20Adonais%20(1)/big.jpg,Biografía - Ensayo
